number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,author_class
16.99,105.46,4.999921215622163,5.49,0.35,1.91,-4.136942966450853,1.11,0.53,0.53,0.0,0.4,0.06,0.22,1.23,1.16,0.07,0.295,0.0,0.01,0.0,0.1,0.0,0.02,0.51,0.02,0.11,0.0,0.0,0.0,0.0,0.12,0.59,0.23,0.0,0.46,1.59,0.0,1
17.36,107.18,4.929382547695493,5.12,0.39,1.74,-3.89840184331797,0.98,0.53,0.53,0.0,0.43,0.05,0.41,1.38,0.75,0.09,0.32,0.0,0.01,0.0,0.03,0.0,0.02,0.42,0.02,0.05,0.0,0.0,0.0,0.0,0.07,0.64,0.22,0.0,0.42,1.59,0.0,1
18.9,113.46,4.760296082522112,5.4,0.38,1.85,-3.4115925925925925,2.14,0.96,0.96,0.0,0.74,0.11,0.25,1.35,1.29,0.17,0.55,0.0,0.0,0.0,0.11,0.0,0.06,0.19,0.02,0.08,0.0,0.0,0.0,0.0,0.11,1.1,0.12,0.0,0.18,2.88,0.0,1
16.52,100.3,4.8524922916765565,5.54,0.2,1.59,-4.825771428571429,1.1,0.38,0.38,0.0,0.28,0.07,0.38,1.24,0.93,0.21,0.25,0.0,0.02,0.0,0.03,0.0,0.04,0.65,0.0,0.03,0.0,0.0,0.0,0.0,0.06,0.44,0.31,0.0,0.3,1.13,0.0,1
17.97,107.0,4.791073619895386,6.83,0.1,1.73,-4.366007178631051,0.31,0.23,0.23,0.0,0.18,0.12,0.39,1.27,1.14,0.17,0.14,0.0,0.0,0.0,0.04,0.0,0.0,0.78,0.0,0.01,0.0,0.0,0.0,0.0,0.07,0.28,0.38,0.0,0.38,0.69,0.0,1
16.33,102.24,5.152414425125058,5.73,0.24,1.51,-4.2498364360073495,0.53,0.16,0.16,0.01,0.16,0.03,0.5,1.17,1.09,0.26,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.24,0.22,0.0,0.37,0.48,0.0,1
16.93,101.91,4.866370539726244,6.01,0.13,1.77,-4.812344300059067,0.42,0.17,0.17,0.0,0.21,0.06,0.32,1.42,1.19,0.18,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.82,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.41,0.0,0.38,0.51,0.0,1
17.42,105.4,4.915156037434937,6.66,0.09,1.72,-4.406762571756602,0.28,0.15,0.15,0.0,0.18,0.07,0.4,1.07,1.15,0.22,0.095,0.0,0.0,0.0,0.06,0.0,0.02,0.8,0.0,0.06,0.0,0.0,0.0,0.0,0.08,0.19,0.44,0.0,0.42,0.45,0.0,1
17.34,105.98,4.970820479028254,6.17,0.31,1.59,-4.1727287197231835,0.89,0.36,0.36,0.01,0.41,0.04,0.41,1.16,1.16,0.17,0.32,0.0,0.0,0.0,0.03,0.0,0.02,0.59,0.04,0.03,0.0,0.0,0.0,0.0,0.04,0.58,0.22,0.0,0.37,1.08,0.0,1
22.04,138.4,5.0444906152972155,6.05,0.88,1.86,-1.0033836660617048,2.6,0.78,0.78,0.04,0.96,0.05,0.34,1.18,1.37,0.25,1.09,0.0,0.11,0.0,0.14,0.0,0.2,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.17,1.3,0.14,0.0,0.02,2.39,0.0,1
20.66,126.88,5.334547144032745,7.84,1.55,0.34,-2.306559341723137,1.44,0.31,0.31,0.0,0.27,0.07,0.53,1.62,1.88,0.6,0.775,0.0,0.0,0.0,0.04,0.0,0.04,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.63,0.03,0.0,0.03,0.95,0.0,1
22.24,136.48,5.130867599453886,8.21,1.77,0.27,-1.414331654676257,1.72,0.31,0.31,0.02,0.3,0.09,0.63,1.74,2.25,0.4,0.675,0.0,0.0,0.0,0.09,0.03,0.06,0.15,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.65,0.09,0.0,0.0,0.96,0.0,1
24.13,148.28,5.227227539979181,9.0,2.31,0.19,-0.3795486531288841,1.86,0.29,0.29,0.03,0.24,0.05,0.48,1.77,2.29,0.47,0.64,0.0,0.0,0.0,0.06,0.02,0.04,0.39,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.74,0.12,0.0,0.04,0.89,0.0,1
21.75,137.03,5.562866665001382,7.68,1.76,0.25,-1.1451091954022985,1.29,0.34,0.34,0.0,0.23,0.05,0.37,1.69,1.9,0.22,0.815,0.0,0.0,0.0,0.01,0.0,0.08,0.14,0.09,0.0,0.0,0.0,0.0,0.01,0.01,0.75,0.12,0.0,0.0,1.03,0.0,1
25.43,150.57,4.843055747755286,9.79,1.12,0.19,-0.2339987809673616,1.34,0.3,0.3,0.05,0.24,0.12,0.72,1.72,2.28,0.33,0.655,0.0,0.0,0.0,0.09,0.02,0.0,0.21,0.1,0.0,0.0,0.0,0.0,0.0,0.09,0.71,0.06,0.0,0.01,0.95,0.0,1
22.02,131.73,5.155643079869275,8.46,1.16,0.18,-1.4612372388737498,0.75,0.16,0.16,0.02,0.29,0.14,0.46,1.73,2.13,0.39,0.565,0.0,0.0,0.0,0.19,0.06,0.1,0.13,0.08,0.0,0.0,0.0,0.0,0.0,0.22,0.39,0.01,0.0,0.0,0.49,0.0,1
28.91,173.96,5.005071044916843,11.51,1.12,0.25,1.6114306122448987,1.22,0.16,0.16,0.08,0.11,0.09,0.86,1.63,2.72,0.51,0.535,0.0,0.0,0.0,0.22,0.0,0.07,0.34,0.07,0.0,0.0,0.0,0.0,0.0,0.23,0.51,0.02,0.0,0.0,0.49,0.0,1
25.19,154.5,5.298515005647134,9.19,1.88,0.24,-0.036880547836441124,1.62,0.24,0.24,0.01,0.16,0.07,0.51,1.73,2.03,0.19,0.505,0.0,0.0,0.0,0.09,0.0,0.06,0.24,0.14,0.0,0.0,0.0,0.0,0.0,0.09,0.69,0.11,0.0,0.0,0.81,0.0,1
26.01,158.34,5.230672537697777,10.05,1.71,0.17,0.22479580930411558,1.56,0.23,0.23,0.0,0.18,0.08,0.6,1.9,2.56,0.3,0.51,0.0,0.0,0.0,0.22,0.02,0.1,0.26,0.2,0.0,0.0,0.0,0.0,0.0,0.24,0.66,0.1,0.0,0.02,0.81,0.0,1
26.55,160.33,5.315260875033074,10.85,1.47,0.09,1.0711666666666666,1.07,0.15,0.15,0.01,0.19,0.11,0.42,1.44,2.65,0.32,0.41,0.0,0.0,0.0,0.09,0.0,0.07,0.51,0.02,0.0,0.0,0.0,0.0,0.0,0.09,0.36,0.06,0.0,0.0,0.48,0.0,1
19.01,110.15,4.919036420545722,6.84,1.15,0.04,-3.0426965281430824,0.71,0.31,0.31,0.01,0.09,0.22,0.47,1.11,1.23,0.15,0.375,0.0,0.0,0.0,0.0,0.02,0.12,0.03,0.08,0.03,0.0,0.0,0.0,0.0,0.01,0.51,0.05,0.0,0.02,1.03,0.0,1
21.46,124.89,4.950959949011915,7.73,1.07,0.05,-2.194877726001863,0.71,0.27,0.27,0.04,0.09,0.21,0.59,1.33,1.46,0.26,0.395,0.0,0.01,0.0,0.02,0.02,0.2,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.02,0.55,0.01,0.0,0.04,0.89,0.0,1
21.6,126.93,5.020285551777485,7.74,1.16,0.11,-2.1837777777777774,1.11,0.34,0.34,0.02,0.17,0.26,0.8,1.2,1.41,0.15,0.535,0.0,0.01,0.0,0.0,0.0,0.34,0.07,0.1,0.01,0.01,0.02,0.0,0.01,0.01,0.71,0.07,0.0,0.08,1.14,0.0,1
22.45,131.52,4.792291939460579,7.99,1.02,0.13,-1.6887538975501108,1.05,0.33,0.33,0.03,0.09,0.26,0.74,1.55,1.62,0.24,0.385,0.0,0.02,0.0,0.02,0.0,0.36,0.16,0.06,0.01,0.03,0.0,0.0,0.0,0.04,0.61,0.01,0.0,0.04,1.09,0.0,1
26.36,152.43,4.863794456839349,9.54,1.3,0.06,-0.36756661608497687,0.85,0.27,0.27,0.02,0.11,0.19,0.96,1.69,1.86,0.25,0.335,0.0,0.02,0.0,0.01,0.0,0.33,0.09,0.08,0.02,0.02,0.0,0.0,0.0,0.02,0.49,0.03,0.0,0.0,0.89,0.0,1
23.9,139.91,4.8182907792829575,8.35,1.03,0.08,-1.0947740585774053,1.14,0.24,0.24,0.02,0.06,0.14,0.81,1.57,1.56,0.31,0.455,0.0,0.0,0.0,0.0,0.0,0.38,0.07,0.11,0.0,0.01,0.0,0.0,0.0,0.01,0.55,0.04,0.0,0.0,0.82,0.0,1
21.62,127.6,4.883325710411409,7.12,1.13,0.19,-1.6347957446808508,1.19,0.24,0.24,0.08,0.19,0.31,0.58,1.22,1.65,0.15,0.455,0.0,0.01,0.0,0.01,0.0,0.26,0.06,0.11,0.0,0.01,0.0,0.0,0.0,0.02,0.59,0.04,0.0,0.09,0.81,0.0,1
19.61,114.17,4.824809541232097,6.45,0.97,0.09,-2.965761397246304,1.08,0.29,0.29,0.0,0.17,0.23,0.71,1.42,1.22,0.17,0.56,0.0,0.0,0.0,0.01,0.01,0.29,0.11,0.07,0.0,0.06,0.0,0.0,0.0,0.03,0.62,0.05,0.0,0.03,0.9,0.0,1
21.73,126.57,4.814166308333219,6.34,1.06,0.07,-2.2117565117349276,1.08,0.33,0.33,0.02,0.2,0.28,0.64,1.58,1.35,0.23,0.505,0.0,0.02,0.0,0.02,0.0,0.2,0.08,0.04,0.02,0.04,0.0,0.0,0.0,0.02,0.73,0.05,0.0,0.11,1.12,0.0,1
22.28,128.45,4.603363404215546,7.84,0.86,0.05,-2.0600459605026913,1.26,0.37,0.37,0.0,0.2,0.26,0.7,1.47,1.67,0.12,0.575,0.0,0.0,0.0,0.0,0.0,0.12,0.04,0.07,0.0,0.0,0.02,0.0,0.0,0.02,0.77,0.12,0.0,0.04,1.19,0.0,1
16.37,90.63,4.600604920543435,5.81,0.53,0.13,-5.716878985949908,1.25,0.05,0.52,0.01,0.55,0.12,0.32,1.77,1.34,0.19,0.39,0.0,0.0,0.0,0.0,0.0,0.29,0.22,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.78,0.42,0.0,0.08,1.57,0.0,1
14.76,82.18,4.648851059736607,5.25,0.69,0.05,-6.068152845528456,1.39,0.0,0.37,0.0,0.66,0.07,0.29,1.01,1.43,0.19,0.32,0.0,0.01,0.0,0.0,0.01,0.31,0.24,0.12,0.0,0.0,0.02,0.0,0.0,0.02,0.64,0.29,0.0,0.16,1.13,0.0,1
13.25,75.96,4.962584586348876,4.33,0.75,0.06,-6.174499999999998,1.54,0.0,0.38,0.02,1.05,0.05,0.13,0.95,1.18,0.15,0.3,0.0,0.01,0.0,0.02,0.0,0.3,0.23,0.11,0.0,0.0,0.02,0.0,0.0,0.05,0.6,0.2,0.0,0.06,1.16,0.0,1
14.35,80.64,4.709626740743755,5.24,0.54,0.09,-6.038238675958189,1.42,0.0,0.45,0.0,0.89,0.06,0.22,1.18,1.1,0.18,0.345,0.0,0.0,0.0,0.0,0.0,0.36,0.33,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.69,0.22,0.0,0.08,1.35,0.0,1
13.48,76.98,4.785008054963915,4.86,0.56,0.08,-6.384877151335312,0.91,0.01,0.38,0.0,0.72,0.09,0.19,0.89,1.12,0.2,0.35,0.0,0.0,0.0,0.0,0.0,0.33,0.28,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.04,1.15,0.0,1
18.03,100.49,4.420861536397302,6.41,0.36,0.21,-4.651145257903494,1.42,0.01,0.61,0.0,0.73,0.08,0.44,1.72,1.4,0.16,0.46,0.0,0.02,0.0,0.0,0.0,0.29,0.31,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.92,0.38,0.0,0.08,1.84,0.0,1
18.5,100.5,4.2884908322999395,6.76,0.34,0.1,-4.841378378378378,1.56,0.01,0.67,0.0,0.66,0.08,0.4,1.61,1.36,0.13,0.525,0.0,0.0,0.0,0.0,0.0,0.25,0.31,0.01,0.0,0.0,0.0,0.0,0.0,0.02,1.05,0.32,0.0,0.15,2.04,0.0,1
17.7,97.1,4.457204914719602,6.25,0.35,0.12,-5.2669999999999995,1.62,0.11,0.84,0.0,0.45,0.09,0.23,1.9,1.21,0.2,0.615,0.0,0.01,0.0,0.0,0.0,0.27,0.33,0.02,0.02,0.0,0.0,0.0,0.0,0.0,1.23,0.39,0.0,0.06,2.54,0.0,1
19.53,109.09,4.475803223512004,6.69,0.34,0.16,-4.1003865335381455,1.73,0.11,0.87,0.01,0.43,0.07,0.4,2.12,1.4,0.12,0.665,0.0,0.0,0.0,0.02,0.0,0.11,0.2,0.03,0.01,0.0,0.0,0.0,0.0,0.04,1.33,0.36,0.0,0.05,2.61,0.0,1
20.62,117.88,4.51550831403432,7.3,0.57,0.33,-3.0902950533462654,2.07,0.31,0.85,0.0,0.69,0.1,0.45,2.07,1.49,0.18,0.635,0.0,0.0,0.0,0.01,0.01,0.22,0.26,0.02,0.0,0.01,0.02,0.0,0.0,0.02,1.27,0.47,0.0,0.04,2.57,0.0,1
11.54,70.34,5.554311999539822,3.6,1.25,0.03,-5.956297746967071,1.66,0.31,0.31,0.01,0.0,0.06,0.05,0.83,0.99,0.08,0.45,0.0,0.0,0.0,0.0,0.02,0.0,0.05,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.2,0.0,0.02,0.94,0.0,1
12.07,72.29,5.039829173887813,3.6,1.06,0.01,-6.366047141673569,1.39,0.31,0.31,0.0,0.07,0.06,0.12,0.91,1.06,0.1,0.41,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.23,0.0,0.09,0.93,0.0,1
13.72,79.41,5.000178944410158,4.72,1.04,0.1,-5.534681049562682,1.72,0.35,0.35,0.01,0.07,0.1,0.15,1.17,1.13,0.22,0.415,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.29,0.0,0.06,1.05,0.0,1
12.28,77.71,5.843495123826963,3.7,1.44,0.09,-5.064155048859934,1.96,0.3,0.3,0.01,0.11,0.07,0.3,0.77,1.16,0.2,0.56,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.26,0.0,0.14,0.9,0.0,1
11.85,73.1,5.837333819152122,3.65,1.22,0.07,-5.332381856540085,1.64,0.25,0.26,0.0,0.18,0.08,0.12,0.85,0.99,0.08,0.445,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.01,0.61,0.17,0.0,0.04,0.73,0.0,1
10.94,68.24,5.610737734712229,3.22,1.3,0.08,-6.4480800731261425,1.8,0.27,0.29,0.01,0.06,0.11,0.22,0.85,1.08,0.13,0.415,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.33,0.0,0.0,0.0,0.0,0.03,0.0,0.63,0.29,0.0,0.02,0.82,0.0,1
11.41,68.27,5.777909105675142,3.63,1.26,0.07,-6.248426029798422,1.39,0.21,0.21,0.01,0.35,0.07,0.04,0.9,1.07,0.17,0.38,0.0,0.0,0.0,0.0,0.01,0.02,0.07,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.39,0.0,0.08,0.62,0.0,1
11.89,71.78,5.688511047864293,3.87,1.25,0.08,-6.0205198486122775,1.58,0.24,0.24,0.0,0.05,0.06,0.07,1.04,1.14,0.14,0.51,0.0,0.0,0.0,0.0,0.02,0.02,0.03,0.2,0.0,0.01,0.0,0.0,0.0,0.0,0.64,0.24,0.0,0.06,0.71,0.0,1
13.24,78.32,5.268682655700571,4.0,1.16,0.06,-5.649360725075528,1.58,0.36,0.36,0.03,0.07,0.07,0.28,1.11,1.54,0.19,0.485,0.0,0.0,0.0,0.05,0.0,0.0,0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.06,0.79,0.2,0.0,0.16,1.08,0.0,1
12.81,75.51,5.28256751798325,4.21,1.15,0.12,-5.877784621389537,1.76,0.23,0.23,0.01,0.05,0.06,0.17,0.88,1.28,0.18,0.485,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.28,0.0,0.02,0.69,0.0,1
19.31,118.63,4.905349973349132,6.19,0.91,0.75,-2.6143563438632818,1.78,0.81,0.81,0.02,0.11,0.06,0.45,1.77,1.4,0.13,0.74,0.0,0.0,0.0,0.06,0.0,0.04,0.15,0.03,0.0,0.01,0.0,0.0,0.01,0.06,1.48,0.41,0.0,0.39,2.4,0.0,1
18.71,113.03,4.831973090728955,5.79,0.95,0.42,-3.3233512025654726,1.52,0.67,0.67,0.01,0.11,0.06,0.56,1.78,1.09,0.19,0.645,0.0,0.03,0.0,0.06,0.04,0.06,0.27,0.03,0.01,0.0,0.0,0.0,0.0,0.07,1.25,0.4,0.0,0.33,2.07,0.0,1
19.84,118.96,4.848209539118543,6.65,0.97,0.56,-2.576895967741933,1.92,0.78,0.78,0.01,0.11,0.03,0.44,1.77,1.44,0.2,0.695,0.0,0.0,0.0,0.06,0.02,0.06,0.06,0.01,0.0,0.01,0.0,0.0,0.0,0.09,1.39,0.54,0.0,0.2,2.35,0.0,1
20.77,126.2,4.823345532328707,6.66,0.88,0.35,-2.143623928743377,1.59,0.76,0.77,0.0,0.06,0.06,0.57,1.82,1.59,0.15,0.71,0.0,0.01,0.0,0.09,0.0,0.07,0.18,0.06,0.0,0.01,0.0,0.0,0.0,0.09,1.42,0.43,0.0,0.44,2.22,0.0,1
20.84,127.64,4.94960860583191,7.18,0.85,0.84,-2.032361612284067,1.32,0.54,0.55,0.02,0.1,0.05,0.43,1.76,1.56,0.16,0.585,0.0,0.03,0.0,0.06,0.02,0.08,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.09,1.17,0.58,0.0,0.41,1.62,0.0,1
20.4,124.86,4.950853246292303,6.43,0.96,0.55,-2.03478431372549,1.42,0.66,0.66,0.0,0.11,0.05,0.48,1.65,1.6,0.15,0.75,0.0,0.0,0.0,0.08,0.02,0.12,0.21,0.04,0.0,0.02,0.07,0.0,0.0,0.08,1.5,0.42,0.0,0.28,1.88,0.0,1
20.45,126.22,4.950361732091164,6.32,0.97,0.48,-1.977042787286063,1.53,0.8,0.8,0.01,0.08,0.12,0.46,1.71,1.36,0.12,0.81,0.0,0.0,0.0,0.06,0.02,0.0,0.25,0.08,0.0,0.0,0.02,0.0,0.0,0.08,1.58,0.42,0.0,0.35,2.28,0.0,1
20.54,125.5,4.883460158700859,6.7,1.06,0.49,-2.0700523855890935,1.51,0.58,0.58,0.03,0.09,0.11,0.63,1.8,1.42,0.22,0.645,0.01,0.01,0.0,0.1,0.0,0.08,0.23,0.05,0.0,0.01,0.0,0.0,0.0,0.11,1.29,0.45,0.0,0.2,1.7,0.0,1
19.52,121.82,5.03249413872937,5.85,0.98,0.49,-2.2222819672131138,1.44,0.69,0.71,0.02,0.09,0.14,0.5,1.76,1.17,0.13,0.71,0.01,0.02,0.0,0.06,0.0,0.03,0.19,0.15,0.0,0.0,0.0,0.0,0.0,0.06,1.42,0.52,0.0,0.41,2.06,0.0,1
20.73,128.79,5.092189975474701,6.75,1.23,0.51,-1.6878373854317417,1.57,0.51,0.52,0.03,0.04,0.07,0.43,1.8,1.68,0.15,0.655,0.02,0.02,0.0,0.11,0.08,0.1,0.13,0.07,0.01,0.0,0.04,0.0,0.01,0.11,1.29,0.58,0.0,0.47,1.51,0.0,1
16.81,93.26,4.5266183662392265,6.45,0.75,0.15,-5.271577691850091,1.63,0.09,0.24,0.0,0.46,0.31,0.29,1.63,1.5,0.17,0.27,0.0,0.0,0.0,0.05,0.0,0.02,0.07,0.18,0.0,0.0,0.0,0.0,0.0,0.05,0.48,0.65,0.0,0.0,0.73,0.0,1
18.41,102.01,4.494951632253494,6.89,0.73,0.06,-4.942528028245519,1.6,0.29,0.29,0.0,0.52,0.31,0.33,1.52,1.48,0.18,0.295,0.0,0.0,0.0,0.01,0.0,0.18,0.11,0.14,0.0,0.0,0.08,0.0,0.0,0.05,0.41,0.6,0.0,0.0,0.92,0.0,1
16.66,91.03,4.5264567533668805,6.6,0.79,0.03,-5.473272268907563,1.0,0.07,0.08,0.0,0.47,0.26,0.54,1.53,1.46,0.16,0.18,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.72,0.0,0.0,0.25,0.0,1
18.21,100.01,4.484543033763973,7.49,0.89,0.06,-4.548286710598571,1.49,0.07,0.07,0.0,0.45,0.3,0.34,1.75,1.44,0.13,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.16,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.93,0.0,0.0,0.19,0.0,1
17.81,100.18,4.531086088854187,6.9,0.79,0.08,-4.80794053902302,2.07,0.21,0.21,0.0,0.29,0.15,0.61,1.66,1.48,0.19,0.22,0.0,0.0,0.0,0.0,0.02,0.16,0.05,0.13,0.0,0.0,0.0,0.0,0.0,0.01,0.36,0.67,0.0,0.02,0.66,0.0,1
17.29,97.66,4.639533770246669,6.1,0.71,0.15,-5.195656506651243,1.54,0.31,0.31,0.0,0.32,0.28,0.15,1.74,1.36,0.19,0.34,0.0,0.0,0.0,0.01,0.0,0.12,0.13,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.58,0.48,0.0,0.02,0.92,0.0,1
18.17,100.27,4.473216025786876,6.58,0.66,0.06,-4.834464997248212,1.36,0.23,0.23,0.01,0.37,0.23,0.23,1.94,1.5,0.17,0.485,0.0,0.0,0.0,0.02,0.01,0.06,0.07,0.34,0.0,0.0,0.0,0.0,0.0,0.02,0.53,0.52,0.0,0.0,0.7,0.0,1
17.33,98.55,4.604671356445559,6.41,0.78,0.09,-4.861651990767456,1.67,0.16,0.16,0.0,0.22,0.3,0.2,1.47,1.55,0.16,0.34,0.0,0.0,0.0,0.01,0.0,0.02,0.11,0.31,0.0,0.03,0.0,0.0,0.0,0.01,0.28,0.54,0.0,0.04,0.5,0.0,1
17.76,103.04,4.753014543522849,6.18,0.98,0.12,-4.663825225225224,2.06,0.15,0.15,0.0,0.35,0.23,0.47,1.9,1.63,0.2,0.325,0.0,0.0,0.0,0.01,0.05,0.04,0.07,0.23,0.0,0.0,0.0,0.0,0.0,0.01,0.29,0.35,0.0,0.0,0.47,0.0,1
19.18,110.76,4.7122332257961155,7.03,1.42,0.03,-4.252344316996872,2.37,0.12,0.12,0.0,0.19,0.25,0.24,2.22,1.89,0.17,0.27,0.0,0.0,0.0,0.03,0.0,0.04,0.12,0.19,0.0,0.0,0.0,0.0,0.0,0.03,0.24,0.55,0.0,0.0,0.36,0.0,1
27.03,166.63,4.9601061485960765,8.16,1.38,0.3,0.7709378838327794,2.82,0.66,0.66,0.06,0.1,0.08,0.72,1.73,1.55,0.21,0.905,0.0,0.0,0.0,0.04,0.0,0.31,0.18,0.28,0.01,0.04,0.0,0.0,0.01,0.11,1.57,0.31,0.0,0.16,2.07,0.0,1
26.83,166.83,4.971400915683384,8.18,1.85,0.24,0.674743607901604,2.51,0.51,0.51,0.05,0.12,0.19,0.94,1.46,1.79,0.22,0.78,0.0,0.01,0.0,0.06,0.0,0.12,0.2,0.34,0.0,0.03,0.0,0.0,0.01,0.14,1.34,0.32,0.0,0.12,1.54,0.0,1
25.43,155.26,4.909145245427616,7.75,1.26,0.18,-0.1087136846244583,2.01,0.59,0.61,0.07,0.07,0.18,0.81,1.53,1.58,0.18,0.855,0.0,0.0,0.0,0.05,0.02,0.42,0.29,0.22,0.0,0.01,0.01,0.0,0.1,0.15,1.55,0.28,0.0,0.1,1.77,0.0,1
28.8,171.98,4.834549323413892,9.12,1.34,0.29,0.9806805555555584,2.88,0.53,0.54,0.11,0.18,0.28,0.86,1.8,1.61,0.3,0.685,0.0,0.02,0.0,0.08,0.02,0.49,0.31,0.35,0.02,0.06,0.0,0.0,0.01,0.16,1.17,0.44,0.0,0.22,1.7,0.0,1
25.53,158.67,5.077438011292793,7.35,1.73,0.28,0.010178260869567524,2.46,0.54,0.54,0.03,0.1,0.17,0.77,1.56,1.67,0.2,0.67,0.0,0.01,0.0,0.04,0.0,0.32,0.28,0.29,0.01,0.02,0.02,0.0,0.02,0.16,1.28,0.22,0.0,0.21,1.71,0.0,1
25.6,158.7,5.07443332961018,8.08,1.46,0.41,0.14650000000000318,2.3,0.5,0.5,0.04,0.07,0.21,0.72,1.33,1.73,0.28,0.69,0.0,0.0,0.0,0.02,0.02,0.32,0.26,0.55,0.0,0.0,0.0,0.0,0.03,0.14,1.32,0.26,0.0,0.12,1.46,0.0,1
28.62,173.46,4.920912003467489,9.03,1.48,0.34,0.9275651991614282,2.76,0.57,0.57,0.1,0.14,0.23,0.62,1.92,1.55,0.15,0.64,0.0,0.01,0.0,0.05,0.0,0.36,0.21,0.19,0.01,0.01,0.0,0.0,0.02,0.08,1.22,0.39,0.0,0.21,1.77,0.0,1
24.71,151.94,4.9347244938951595,7.44,1.39,0.31,-0.21307571833265726,2.77,0.55,0.55,0.11,0.1,0.16,0.59,1.56,1.7,0.17,0.745,0.01,0.0,0.0,0.05,0.0,0.3,0.25,0.2,0.0,0.03,0.0,0.0,0.05,0.12,1.39,0.27,0.0,0.17,1.57,0.0,1
26.25,159.81,4.91658468006501,8.49,1.54,0.29,0.20361428571428775,1.96,0.35,0.35,0.2,0.08,0.15,0.67,1.4,1.81,0.13,0.61,0.0,0.0,0.0,0.04,0.0,0.36,0.29,0.3,0.03,0.01,0.01,0.0,0.02,0.11,1.18,0.19,0.0,0.13,1.07,0.0,1
24.59,150.04,4.886461870525772,8.19,1.48,0.31,-0.4526043513623428,2.59,0.44,0.44,0.12,0.18,0.22,0.49,1.39,1.57,0.27,0.725,0.0,0.0,0.0,0.05,0.0,0.41,0.21,0.29,0.02,0.01,0.0,0.0,0.0,0.12,1.17,0.37,0.0,0.16,1.43,0.0,1
20.4,123.38,4.898712591197381,6.75,0.98,0.22,-2.260372549019607,1.65,0.38,0.39,0.0,0.06,0.12,0.41,1.14,1.62,0.2,0.62,0.0,0.0,0.0,0.05,0.04,0.1,0.2,0.07,0.02,0.0,0.0,0.0,0.0,0.06,1.18,0.35,0.0,0.08,1.14,0.0,1
19.86,120.15,4.922489640592833,6.66,1.01,0.22,-2.479343202416917,1.81,0.47,0.48,0.0,0.22,0.08,0.4,1.25,1.54,0.23,0.62,0.0,0.0,0.0,0.09,0.02,0.1,0.14,0.2,0.01,0.0,0.0,0.0,0.0,0.09,1.16,0.39,0.0,0.09,1.35,0.0,1
20.86,127.07,4.917455408058292,7.15,1.1,0.29,-1.8940055608820696,1.46,0.42,0.42,0.0,0.25,0.17,0.54,1.32,1.83,0.17,0.615,0.0,0.0,0.0,0.1,0.01,0.06,0.19,0.08,0.0,0.0,0.0,0.0,0.0,0.12,1.05,0.42,0.0,0.13,1.24,0.0,1
