number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,number_of_words_in_bot_popular_words,number_of_words_in_human_popular_words,number_of_different_words,author_class
16.3,103.12,5.286488296963764,4.12,0.63,0.61,2.371539877300613,2.03,0.84,0.84,0.0,0.19,0.11,0.31,1.31,0.12,0.01,0.755,0.0,0.06,0.0,0.0,0.0,0.02,0.04,0.05,0.0,0.0,0.16,0.0,0.01,0.01,1.35,0.0,0.0,0.18,2.51,0.0,1.74,1.0,0.41042944785276075,1
16.17,105.82,5.198436092952381,4.01,1.41,0.47,2.1879141001855302,2.02,0.7,0.71,0.0,0.37,0.16,0.32,1.32,0.22,0.05,1.555,0.0,0.0,0.0,0.01,0.0,0.05,0.03,0.27,0.0,0.02,0.0,0.0,0.0,0.02,1.69,0.0,0.0,0.04,2.08,0.0,1.53,1.56,0.4397031539888683,1
15.99,106.74,5.43541631848015,4.23,1.46,0.43,3.014330143839903,2.11,0.69,0.71,0.0,0.52,0.07,0.47,1.26,0.24,0.06,1.555,0.0,0.0,0.0,0.0,0.01,0.03,0.06,0.15,0.0,0.0,0.0,0.0,0.0,0.01,1.55,0.0,0.0,0.05,2.07,0.0,1.46,1.28,0.4202626641651032,1
18.08,118.94,5.163017547235791,4.89,1.35,0.58,2.9283460176991163,1.57,0.65,0.65,0.0,0.46,0.13,0.45,1.54,0.29,0.05,2.805,0.0,0.0,0.0,0.01,0.01,0.1,0.04,0.2,0.0,0.01,0.0,0.0,0.02,0.01,1.57,0.05,0.0,0.04,1.93,0.0,1.43,1.81,0.42422566371681414,1
17.02,111.09,5.2757932321372865,4.62,1.6,0.48,2.528881081081085,1.82,0.62,0.62,0.0,0.51,0.17,0.42,1.43,0.27,0.04,1.555,0.0,0.01,0.0,0.01,0.0,0.03,0.09,0.29,0.0,0.0,0.0,0.0,0.01,0.02,1.51,0.03,0.0,0.06,1.81,0.0,1.3,1.51,0.4336075205640423,1
17.9,110.79,5.021103403777117,5.63,1.23,0.3,2.2219497206703913,1.69,0.56,0.57,0.03,0.46,0.2,0.48,1.09,0.26,0.02,1.305,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.28,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.02,0.0,0.05,1.65,0.0,1.22,1.68,0.42793296089385474,1
19.78,126.43,5.20433751556301,6.23,1.13,0.27,3.566262689585443,1.57,0.61,0.63,0.0,0.33,0.12,0.99,1.58,0.27,0.07,1.255,0.0,0.0,0.0,0.0,0.01,0.08,0.11,0.13,0.0,0.01,0.0,0.0,0.04,0.01,1.29,0.07,0.0,0.08,1.77,0.0,1.42,1.69,0.4191102123356926,1
17.05,110.73,5.143097909506306,4.61,1.49,0.2,2.568825513196483,1.8,0.7,0.7,0.0,0.57,0.15,0.41,1.22,0.24,0.01,2.13,0.0,0.0,0.0,0.0,0.01,0.04,0.12,0.3,0.0,0.01,0.0,0.0,0.01,0.0,1.64,0.04,0.0,0.12,2.01,0.0,1.47,1.64,0.44281524926686217,1
16.55,102.7,4.932253336129452,4.16,1.17,0.24,1.3312069486404852,2.12,0.72,0.72,0.0,0.5,0.11,0.34,1.15,0.29,0.0,1.46,0.0,0.01,0.0,0.02,0.0,0.05,0.09,0.5,0.0,0.0,0.0,0.0,0.0,0.02,1.72,0.1,0.0,0.04,2.15,0.0,1.55,1.84,0.45498489425981875,1
17.68,113.75,5.128950574501716,5.16,1.66,0.31,2.6179828054298646,3.29,0.55,0.55,0.0,0.7,0.09,0.64,1.16,0.19,0.04,1.22,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.26,0.0,0.02,0.0,0.0,0.0,0.01,1.42,0.02,0.0,0.07,1.66,0.0,1.29,1.61,0.37047511312217196,1
17.6,110.82,4.9630640774140895,5.11,1.48,0.21,2.6717272727272743,1.88,0.7,0.7,0.01,0.48,0.17,0.49,1.26,0.3,0.04,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.36,0.0,0.01,0.0,0.0,0.0,0.0,1.64,0.02,0.0,0.08,2.12,0.0,1.59,1.7,0.42045454545454547,1
18.84,116.79,5.115677786511334,5.76,1.69,0.41,3.1567507430997885,2.61,0.17,0.41,0.0,0.43,0.02,0.55,2.16,0.29,0.01,0.415,0.0,0.0,0.0,0.01,0.0,0.25,0.07,0.1,0.0,0.0,0.0,0.0,0.01,0.09,0.73,0.09,0.0,0.16,1.18,0.0,1.21,1.18,0.3895966029723992,1
18.72,111.49,4.836844805735437,5.53,1.38,0.4,2.1114410256410245,2.56,0.01,0.3,0.0,0.24,0.05,0.61,1.94,0.23,0.03,0.35,0.0,0.0,0.0,0.02,0.0,0.19,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.04,0.66,0.08,0.0,0.18,0.95,0.0,1.06,1.17,0.36324786324786323,1
19.39,119.19,5.004332928561693,6.19,1.83,0.45,3.163538886023723,3.49,0.0,0.38,0.0,0.56,0.05,0.59,1.83,0.28,0.06,0.425,0.0,0.0,0.0,0.0,0.0,0.54,0.19,0.17,0.0,0.01,0.0,0.0,0.0,0.04,0.75,0.06,0.0,0.08,1.1,0.0,1.17,0.93,0.3084063950489943,1
17.61,109.7,5.313081437804914,5.68,1.58,0.33,2.2135047700170354,3.07,0.0,0.32,0.0,0.41,0.13,0.74,1.83,0.39,0.03,0.315,0.0,0.0,0.0,0.0,0.0,0.17,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.63,0.38,0.0,0.14,1.02,0.0,1.03,0.99,0.3429869392390687,1
16.17,102.78,5.670316372375278,5.04,1.83,0.21,2.3338633889919613,3.38,0.01,0.34,0.0,0.86,0.07,0.5,1.43,0.3,0.06,0.285,0.0,0.0,0.0,0.0,0.0,0.19,0.07,0.14,0.0,0.03,0.0,0.0,0.0,0.04,0.57,0.18,0.0,0.02,0.92,0.0,1.01,0.81,0.36363636363636365,1
17.61,106.3,5.070164357808243,6.24,1.64,0.42,1.9521759795570723,2.13,0.01,0.32,0.0,0.82,0.06,0.42,1.52,0.33,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.19,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.06,0.56,0.13,0.0,0.02,0.93,0.0,0.97,1.24,0.31572969903463943,1
17.2,105.21,5.092712473585196,5.49,1.79,0.12,1.6350930232558163,3.04,0.04,0.48,0.0,0.28,0.02,0.36,2.23,0.33,0.02,0.38,0.0,0.0,0.0,0.03,0.0,0.24,0.1,0.24,0.0,0.02,0.0,0.0,0.0,0.08,0.74,0.29,0.0,0.06,1.37,0.0,1.4,1.01,0.34767441860465115,1
17.37,106.6,5.31642017777624,5.46,1.83,0.36,2.4000743235463453,3.76,0.03,0.34,0.0,0.87,0.01,0.46,1.53,0.18,0.0,0.26,0.0,0.0,0.0,0.0,0.03,0.32,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.07,0.52,0.02,0.0,0.02,1.04,0.0,1.05,0.68,0.3281519861830743,1
16.67,107.78,5.554148712883687,4.77,2.21,0.58,3.3554511697660487,2.98,0.08,0.46,0.0,0.74,0.0,0.4,1.44,0.29,0.02,0.32,0.0,0.0,0.0,0.0,0.07,0.17,0.04,0.3,0.0,0.0,0.0,0.0,0.0,0.03,0.62,0.1,0.0,0.0,1.35,0.0,1.34,0.69,0.3203359328134373,1
10.5,70.41,6.2206390406231575,3.2,1.0,0.09,1.1253809523809544,0.77,0.03,0.06,0.0,1.5,0.01,0.12,0.84,0.39,0.02,0.055,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.24,0.01,0.0,0.0,0.0,0.0,0.01,0.09,0.02,0.0,0.0,0.18,0.0,0.17,0.95,0.37047619047619046,1
22.54,130.0,4.643968245930534,5.64,0.18,0.1,3.1892424134871327,5.44,0.71,0.71,0.02,0.06,0.01,0.67,1.49,0.24,0.07,0.55,0.0,0.0,0.0,0.0,0.24,0.08,0.25,0.02,0.0,0.01,0.0,0.0,0.0,0.0,1.08,0.0,0.0,0.04,2.18,0.0,1.62,1.78,0.34738243123336293,1
20.26,119.77,4.77212241730528,5.18,0.23,0.07,3.150393089832182,4.33,0.51,0.51,0.0,0.01,0.0,0.65,1.09,0.22,0.09,0.4,0.0,0.0,0.0,0.02,0.25,0.1,0.28,0.08,0.0,0.06,0.0,0.0,0.0,0.03,0.8,0.0,0.0,0.0,1.54,0.0,1.19,1.62,0.3405725567620928,1
19.63,119.16,5.052367257830811,4.6,0.48,0.24,3.4509266938359637,4.42,0.58,0.58,0.0,0.06,0.02,0.69,1.17,0.33,0.04,0.59,0.0,0.0,0.0,0.02,0.24,0.0,0.22,0.04,0.0,0.02,0.0,0.0,0.01,0.02,1.08,0.0,0.0,0.05,1.72,0.0,1.27,1.56,0.3886907794192562,1
22.05,129.28,4.713098985564128,5.48,0.11,0.11,3.760611111111114,4.79,0.51,0.51,0.01,0.02,0.01,0.64,1.15,0.21,0.13,0.505,0.0,0.0,0.0,0.01,0.35,0.1,0.33,0.0,0.0,0.02,0.0,0.0,0.0,0.01,1.01,0.0,0.06,0.05,1.63,0.0,1.15,1.58,0.3414965986394558,1
20.78,122.78,4.812739011855635,5.17,0.21,0.11,3.394276997112609,4.4,0.43,0.43,0.01,0.0,0.01,0.64,0.91,0.15,0.07,0.415,0.0,0.05,0.0,0.0,0.27,0.1,0.3,0.01,0.0,0.08,0.0,0.0,0.0,0.01,0.83,0.0,0.0,0.0,1.3,0.0,1.01,1.54,0.35948026948989414,1
21.2,129.53,5.0061186557036095,5.83,0.47,0.21,4.244226415094342,3.84,0.38,0.39,0.0,0.03,0.0,0.57,0.98,0.18,0.07,0.565,0.0,0.0,0.0,0.0,0.46,0.06,0.24,0.12,0.0,0.03,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.03,1.15,0.0,1.01,1.5,0.38443396226415094,1
27.34,159.42,4.769334202900205,7.76,0.39,0.1,5.560529773226044,5.87,0.6,0.6,0.02,0.05,0.02,1.12,1.65,0.32,0.07,0.62,0.0,0.09,0.0,0.03,0.15,0.16,0.24,0.02,0.0,0.01,0.0,0.0,0.0,0.03,1.24,0.0,0.0,0.02,1.83,0.0,1.57,1.56,0.3390636430138991,1
28.75,170.76,4.8158183776315395,7.65,0.3,0.06,6.371786956521742,6.53,0.59,0.6,0.04,0.02,0.01,0.82,1.98,0.25,0.04,0.805,0.0,0.06,0.0,0.01,0.72,0.26,0.43,0.08,0.0,0.01,0.0,0.0,0.0,0.02,1.55,0.0,0.0,0.02,1.74,0.0,1.46,1.76,0.3269565217391304,1
26.75,161.15,4.959330848491018,7.95,0.79,0.07,6.055808411214954,4.9,0.51,0.51,0.01,0.08,0.05,1.04,1.38,0.33,0.08,0.645,0.0,0.02,0.0,0.01,0.31,0.09,0.23,0.14,0.0,0.02,0.0,0.0,0.0,0.03,1.19,0.0,0.0,0.02,1.57,0.0,1.25,1.53,0.3730841121495327,1
26.58,159.59,4.954219960383915,7.54,0.57,0.18,5.92804349134688,5.31,0.51,0.51,0.01,0.03,0.04,0.7,1.46,0.26,0.06,0.615,0.0,0.04,0.0,0.01,0.2,0.15,0.27,0.02,0.0,0.02,0.0,0.0,0.0,0.02,1.23,0.0,0.0,0.06,1.51,0.0,1.39,1.53,0.35553047404063204,1
14.03,91.08,5.129061392514099,4.62,0.67,0.28,2.2031540270848176,0.98,0.4,0.41,0.0,0.3,0.07,0.32,0.73,0.15,0.01,2.035,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.17,0.0,0.01,0.02,0.0,0.0,0.01,0.71,0.0,0.0,0.13,1.09,0.0,0.83,0.9,0.4333570919458304,1
15.09,98.37,5.433324941466205,5.01,0.63,0.42,2.775418091451293,1.2,0.47,0.47,0.01,0.1,0.16,0.37,0.84,0.26,0.08,1.175,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.04,0.0,0.16,1.29,0.0,0.93,0.78,0.3956262425447316,1
15.43,95.79,5.081726058986979,5.92,0.69,0.48,1.8529754374594951,0.87,0.28,0.28,0.0,0.16,0.03,0.5,0.63,0.1,0.04,1.295,0.0,0.0,0.0,0.02,0.0,0.04,0.01,0.14,0.0,0.0,0.0,0.0,0.0,0.03,0.51,0.0,0.0,0.06,0.81,0.0,0.66,0.84,0.3745949449125081,1
14.3,91.25,5.076425496354987,5.29,0.8,0.13,2.323363636363638,0.63,0.17,0.18,0.01,0.13,0.02,0.6,0.4,0.11,0.01,1.4,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.02,0.0,0.17,0.52,0.0,0.5,1.01,0.393006993006993,1
12.73,84.75,5.3246604112247065,3.87,0.8,0.2,2.2684941869599378,1.38,0.47,0.47,0.0,0.14,0.11,0.29,0.6,0.16,0.02,1.41,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.21,0.0,0.0,0.0,0.0,0.03,0.01,0.72,0.0,0.0,0.12,1.35,0.0,1.06,0.65,0.401413982717989,1
15.05,99.11,5.344197909608229,4.69,0.7,0.41,2.9968421926910302,1.41,0.48,0.5,0.0,0.26,0.12,0.3,0.77,0.13,0.04,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.0,0.0,0.04,0.01,0.78,0.0,0.0,0.16,1.44,0.0,1.09,0.7,0.4033222591362126,1
15.65,101.43,5.1960856980100525,5.04,0.76,0.32,2.99209424920128,1.14,0.46,0.47,0.02,0.23,0.04,0.45,0.88,0.16,0.05,1.085,0.0,0.0,0.0,0.01,0.01,0.0,0.05,0.07,0.0,0.0,0.02,0.0,0.0,0.01,0.81,0.02,0.0,0.17,1.37,0.0,1.0,0.88,0.394888178913738,1
18.12,117.96,5.398791234652262,6.35,0.73,0.24,4.299206181015453,1.35,0.48,0.49,0.0,0.21,0.11,0.61,0.68,0.19,0.02,0.625,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.16,0.0,0.0,0.0,0.0,0.01,0.01,0.75,0.0,0.0,0.0,1.4,0.0,1.04,0.85,0.40066225165562913,1
17.99,116.96,5.259066603031609,6.44,0.78,0.51,3.7573951639799894,1.16,0.45,0.45,0.0,0.46,0.04,0.65,0.98,0.14,0.02,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.0,0.01,0.0,0.0,0.0,0.01,0.83,0.0,0.0,0.07,1.31,0.0,0.98,1.03,0.3435241801000556,1
17.33,110.43,5.1634838564309,6.27,0.62,0.37,3.3431950952106178,1.1,0.47,0.47,0.0,0.11,0.03,0.71,0.9,0.25,0.03,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.0,0.0,0.0,0.03,0.01,0.72,0.02,0.0,0.26,1.38,0.0,1.04,0.85,0.378534333525678,1
15.97,125.34,6.686637603066008,3.62,2.35,1.15,9.39121170945523,1.34,0.24,0.69,0.01,0.11,0.17,0.18,0.78,0.09,0.0,0.7,0.0,0.0,0.0,0.01,0.0,0.04,0.05,0.58,0.0,0.0,0.0,0.0,0.01,0.01,1.34,0.0,0.0,0.12,1.88,0.0,1.89,1.07,0.36631183469004386,1
16.87,130.27,6.474780833691222,3.89,2.52,1.13,7.874421517486663,2.3,0.41,0.69,0.0,0.07,0.0,0.09,0.73,0.14,0.01,0.77,0.0,0.0,0.0,0.01,0.0,0.02,0.09,0.57,0.0,0.0,0.0,0.0,0.0,0.01,1.54,0.03,0.0,0.28,1.7,0.0,1.46,1.34,0.35328986366330767,1
18.04,132.54,6.13065596365391,4.04,1.99,0.81,7.50380399113082,2.74,0.94,0.97,0.01,0.23,0.05,0.26,1.02,0.15,0.0,0.855,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.42,0.0,0.0,0.0,0.0,0.0,0.0,1.71,0.07,0.0,0.18,2.47,0.0,1.77,1.2,0.3763858093126386,1
18.32,131.57,5.9324925563436155,4.57,1.66,0.71,7.245193013100437,1.85,0.95,1.01,0.01,0.16,0.07,0.22,1.08,0.09,0.01,0.9,0.0,0.0,0.0,0.0,0.0,0.02,0.09,0.54,0.0,0.0,0.0,0.0,0.05,0.0,1.8,0.11,0.0,0.02,2.47,0.0,1.85,1.26,0.3351528384279476,1
18.35,128.79,5.8205194139321135,3.98,1.88,0.44,6.350260217983653,2.16,1.11,1.12,0.02,0.13,0.1,0.27,1.28,0.17,0.0,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.56,0.0,0.01,0.0,0.0,0.0,0.0,1.91,0.06,0.0,0.08,3.03,0.0,2.16,1.17,0.34822888283378745,1
17.07,121.37,5.937322770022396,4.22,1.42,0.53,6.724593497363799,1.52,0.89,0.89,0.01,0.03,0.0,0.28,1.16,0.09,0.01,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.67,0.0,0.0,0.0,0.0,0.03,0.0,1.38,0.03,0.0,0.2,2.45,0.0,1.82,0.62,0.29115407147041594,1
18.98,129.66,5.595279144448902,4.9,1.42,0.72,5.999555110642785,1.65,1.03,1.07,0.01,0.03,0.07,0.17,1.26,0.08,0.03,0.935,0.0,0.0,0.0,0.03,0.0,0.0,0.13,0.54,0.0,0.0,0.0,0.0,0.04,0.03,1.81,0.03,0.0,0.12,2.81,0.0,1.99,1.2,0.35036880927291886,1
19.21,132.9,5.707362790035978,4.81,1.38,0.63,6.466085320145758,1.99,1.05,1.09,0.0,0.08,0.07,0.22,1.28,0.1,0.03,0.9,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.55,0.0,0.0,0.0,0.0,0.01,0.03,1.76,0.04,0.0,0.09,2.82,0.0,2.11,1.06,0.3586673607496096,1
18.94,130.32,5.651713614838594,5.31,1.94,0.46,6.157212460401269,1.81,0.8,0.86,0.03,0.15,0.04,0.34,1.03,0.1,0.0,0.84,0.0,0.02,0.0,0.0,0.0,0.0,0.12,0.69,0.0,0.04,0.0,0.0,0.02,0.01,1.6,0.04,0.0,0.08,2.16,0.0,1.58,1.16,0.3484688489968321,1
18.52,130.24,5.847816592998543,5.05,1.69,0.77,6.433771922246223,1.37,0.85,0.88,0.0,0.09,0.07,0.19,1.09,0.13,0.0,0.805,0.0,0.0,0.0,0.0,0.01,0.05,0.07,0.32,0.0,0.0,0.0,0.0,0.02,0.0,1.55,0.02,0.0,0.14,2.14,0.0,1.54,1.01,0.32721382289416845,1
20.27,131.86,5.2323773634035105,5.09,1.33,0.39,4.604298519980265,2.28,0.89,0.91,0.02,0.21,0.04,0.36,1.54,0.15,0.02,1.02,0.0,0.01,0.0,0.0,0.0,0.06,0.42,0.31,0.0,0.0,0.0,0.0,0.04,0.0,2.02,0.01,0.0,0.19,2.51,0.0,1.83,1.5,0.42723236309817464,1
20.49,129.64,5.117024775177285,5.26,1.23,0.37,3.9073957540263535,2.16,0.9,0.92,0.01,0.12,0.05,0.44,1.23,0.28,0.05,1.035,0.0,0.01,0.0,0.01,0.0,0.06,0.12,0.21,0.0,0.0,0.02,0.0,0.03,0.01,1.97,0.03,0.0,0.18,2.55,0.0,1.88,1.69,0.4460712542703758,1
20.34,130.09,5.1208174898690535,5.42,1.19,0.32,4.0613807276302865,2.15,0.92,0.94,0.03,0.15,0.09,0.41,1.23,0.18,0.01,1.055,0.0,0.01,0.0,0.0,0.0,0.0,0.11,0.31,0.0,0.0,0.02,0.0,0.11,0.0,2.09,0.02,0.0,0.23,2.44,0.0,1.68,1.67,0.408062930186824,1
20.31,129.89,5.169311872550481,5.55,1.07,0.33,4.4446370753323485,2.1,0.84,0.85,0.0,0.08,0.04,0.37,1.33,0.25,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.28,0.0,0.01,0.02,0.0,0.06,0.01,1.96,0.0,0.0,0.1,2.36,0.0,1.64,1.48,0.40472673559822747,1
20.42,131.82,5.179989967141263,5.12,1.14,0.31,4.670763761018609,2.19,0.95,0.96,0.03,0.12,0.03,0.4,1.36,0.2,0.03,1.21,0.0,0.0,0.0,0.0,0.0,0.08,0.07,0.29,0.0,0.02,0.02,0.0,0.07,0.0,2.18,0.06,0.0,0.1,2.71,0.0,1.9,1.52,0.41429970617042117,1
21.33,135.84,5.1618382826955225,6.13,1.45,0.5,4.85509474917956,2.18,0.59,0.59,0.0,0.15,0.08,0.56,1.13,0.16,0.02,0.87,0.0,0.01,0.0,0.0,0.01,0.04,0.08,0.1,0.0,0.0,0.02,0.0,0.05,0.0,1.68,0.0,0.0,0.05,1.68,0.0,1.27,1.54,0.42334739803094235,1
20.98,137.38,5.3019057778855485,5.54,1.36,0.61,5.185240991420404,2.24,0.65,0.66,0.0,0.13,0.07,0.52,1.13,0.19,0.04,1.02,0.01,0.0,0.0,0.03,0.0,0.12,0.16,0.19,0.01,0.02,0.04,0.0,0.08,0.04,1.76,0.0,0.0,0.05,1.8,0.0,1.34,1.63,0.4494756911344137,1
21.51,136.08,5.110900026348396,6.51,1.25,0.41,5.070680567178059,1.56,0.6,0.61,0.03,0.14,0.06,0.62,1.02,0.33,0.09,0.84,0.0,0.0,0.0,0.0,0.0,0.18,0.07,0.24,0.0,0.03,0.0,0.0,0.02,0.01,1.68,0.0,0.0,0.13,1.7,0.0,1.27,1.6,0.4225941422594142,1
20.91,134.15,5.212411820357556,5.43,1.26,0.24,4.906650358680057,1.88,0.76,0.78,0.0,0.18,0.05,0.47,1.11,0.26,0.03,0.96,0.0,0.01,0.0,0.0,0.0,0.18,0.09,0.18,0.0,0.03,0.04,0.0,0.02,0.0,1.88,0.01,0.0,0.08,2.19,0.0,1.59,1.69,0.4299378287900526,1
20.69,131.41,5.086554162468678,5.18,1.07,0.23,4.125112566457229,2.03,0.91,0.92,0.01,0.19,0.03,0.35,1.3,0.33,0.05,1.04,0.0,0.01,0.0,0.01,0.0,0.09,0.19,0.2,0.0,0.02,0.08,0.0,0.02,0.01,2.08,0.0,0.0,0.15,2.63,0.0,1.85,1.59,0.43209279845335913,1
16.37,102.75,5.242075115087199,4.52,0.95,0.34,2.6591747709224194,1.64,0.65,0.66,0.03,0.14,0.13,0.24,1.19,0.3,0.02,0.81,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.29,0.0,0.0,0.02,0.0,0.01,0.0,1.34,0.01,0.0,0.2,1.83,0.0,1.3,1.12,0.44654856444715946,1
16.0,96.72,5.074727467429945,5.16,0.64,0.31,1.6756250000000001,1.16,0.33,0.33,0.03,0.16,0.24,0.46,1.4,0.15,0.01,0.445,0.0,0.0,0.0,0.0,0.0,0.16,0.03,0.11,0.0,0.0,0.04,0.0,0.01,0.0,0.77,0.0,0.0,0.19,0.93,0.0,0.7,1.17,0.4175,1
17.37,108.67,5.1350395135634646,5.14,0.9,0.28,2.991093321819232,1.82,0.53,0.55,0.0,0.38,0.24,0.31,1.25,0.12,0.0,0.735,0.0,0.01,0.0,0.01,0.0,0.08,0.05,0.25,0.0,0.01,0.02,0.0,0.01,0.02,1.11,0.01,0.0,0.06,1.41,0.0,1.05,1.14,0.43811168681635004,1
17.08,108.62,5.388837873916217,4.54,0.88,0.28,3.154455269320845,2.06,0.65,0.68,0.01,0.32,0.15,0.25,1.31,0.14,0.0,0.835,0.0,0.01,0.0,0.0,0.0,0.06,0.06,0.38,0.0,0.0,0.02,0.0,0.0,0.0,1.35,0.0,0.0,0.05,1.67,0.0,1.2,1.09,0.4672131147540984,1
17.71,116.42,5.4808080761478415,5.31,0.97,0.46,4.34287402597403,1.32,0.47,0.5,0.05,0.29,0.11,0.24,1.26,0.23,0.0,0.755,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.68,0.0,0.04,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.15,1.1,0.0,0.8,1.23,0.43478260869565216,1
19.11,123.88,5.323320568605286,5.5,1.08,0.37,4.459446310832025,1.21,0.55,0.58,0.01,0.25,0.04,0.56,1.21,0.21,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.47,0.0,0.0,0.02,0.0,0.0,0.0,1.38,0.0,0.0,0.07,1.57,0.0,1.1,1.37,0.4290947148090005,1
17.77,119.64,5.547854473307836,5.0,1.31,0.51,4.60782954417558,1.13,0.34,0.35,0.01,0.36,0.06,0.53,0.97,0.33,0.02,1.055,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.36,0.02,0.01,0.02,0.0,0.01,0.0,1.13,0.0,0.0,0.1,0.93,0.0,0.73,1.16,0.4350028137310073,1
17.99,118.52,5.414463722840578,5.25,1.37,0.43,4.518262312395777,1.35,0.44,0.44,0.02,0.29,0.1,0.31,1.01,0.24,0.04,0.94,0.0,0.01,0.0,0.01,0.0,0.07,0.0,0.48,0.0,0.01,0.02,0.0,0.01,0.01,1.18,0.0,0.0,0.13,1.25,0.0,0.95,1.33,0.4396887159533074,1
17.39,118.76,5.8600461808009205,4.81,1.67,0.58,5.217746923519265,1.3,0.38,0.38,0.01,0.26,0.04,0.38,0.99,0.23,0.02,1.1,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.28,0.0,0.01,0.02,0.0,0.0,0.0,1.16,0.03,0.0,0.15,1.02,0.0,0.8,1.43,0.3967797584818861,1
17.59,120.14,5.753039653794555,4.34,1.6,0.71,4.64656389994315,1.73,0.51,0.52,0.05,0.37,0.08,0.43,0.94,0.42,0.05,1.45,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.3,0.0,0.0,0.02,0.0,0.01,0.03,1.2,0.04,0.0,0.18,1.45,0.0,1.21,1.55,0.427515633882888,1
16.99,103.57,4.9854510474695815,6.18,0.74,0.17,1.9401612124779284,1.1,0.26,0.26,0.02,0.09,0.12,0.43,1.62,0.22,0.01,0.36,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.16,0.77,0.0,0.72,0.83,0.39846968805179517,1
19.45,117.81,4.978582830692821,7.46,0.96,0.16,3.21308354755784,1.07,0.31,0.31,0.0,0.02,0.1,0.58,1.77,0.17,0.01,0.38,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.21,0.91,0.0,0.77,1.05,0.3537275064267352,1
17.11,104.67,5.031691791300808,5.74,0.8,0.27,2.048417241379312,1.63,0.48,0.48,0.0,0.07,0.09,0.36,1.98,0.16,0.02,0.52,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.15,0.0,0.0,0.0,0.0,0.01,0.03,0.78,0.04,0.0,0.12,1.35,0.0,1.0,0.98,0.4026884862653419,1
16.94,103.28,5.065457070091828,6.47,0.9,0.2,2.1618184179456925,1.08,0.26,0.26,0.0,0.14,0.1,0.51,1.53,0.19,0.03,0.355,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.03,0.65,0.01,0.0,0.06,0.76,0.0,0.68,1.17,0.4002361275088548,1
