number_of_words,number_of_characters,average_word_len,number_of_stop_words,number_of_tags,number_of_hash_tags,readability,number_of_digits,number_of_secure_links,number_of_unsecured_links,number_of_percent,number_of_exclamation_marks,number_of_question_marks,number_of_commas,number_of_points,number_of_male_terms,number_of_female_terms,number_of_emoji,number_of_tildes,number_of_dollars,number_of_circumflex_accents,number_of_ampersands,number_of_stars,number_of_parenthesis,number_of_minuses,number_of_underscores,number_of_equals,number_of_pluses,number_of_brackets,number_of_curly_brackets,number_of_vertical_bars,number_of_semicolons,number_of_colons,number_of_apostrophes,number_of_grave_accents,number_of_quotation_marks,number_of_slashes,number_of_less_grater_than_signs,number_of_words_in_bot_popular_words,number_of_words_in_human_popular_words,number_of_different_words,author_class
20.9,117.36,4.609420496489809,7.64,0.8,0.07,-3.407803827751195,1.41,0.57,0.58,0.01,0.23,0.14,0.62,2.21,1.28,0.23,0.525,0.0,0.0,0.0,0.0,0.14,0.27,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.69,0.02,0.28,1.78,0.0,2.27,6.66,0.35023923444976074,1
17.99,99.41,4.476064341525016,6.5,0.91,0.11,-4.959781045025014,1.93,0.23,0.24,0.0,0.19,0.06,0.29,0.88,1.54,0.21,0.83,0.0,0.0,0.0,0.03,0.0,0.07,0.04,0.13,0.0,0.04,0.0,0.0,0.01,0.03,0.7,0.45,0.0,0.02,0.76,0.0,1.3,6.57,0.3790994997220678,1
15.21,85.66,4.726422035083301,4.96,0.82,0.12,-5.732524720578565,2.02,0.19,0.19,0.0,0.32,0.04,0.34,0.7,1.34,0.09,0.785,0.0,0.0,0.0,0.01,0.0,0.09,0.24,0.07,0.01,0.03,0.0,0.0,0.0,0.02,0.63,0.34,0.0,0.02,0.69,0.0,0.9,5.07,0.388560157790927,1
13.59,81.66,5.1499689336219285,4.2,1.19,0.12,-5.56642685798381,2.32,0.27,0.28,0.0,0.08,0.04,0.24,0.58,0.87,0.13,0.75,0.01,0.0,0.0,0.0,0.0,0.02,0.11,0.32,0.0,0.03,0.0,0.0,0.06,0.0,0.76,0.26,0.0,0.0,0.86,0.0,0.8,3.92,0.4518027961736571,1
13.89,78.81,4.799383977015527,4.35,0.77,0.07,-6.171604103671704,1.67,0.28,0.28,0.0,0.03,0.06,0.22,0.68,1.05,0.12,0.725,0.0,0.0,0.0,0.08,0.0,0.01,0.08,0.09,0.0,0.03,0.0,0.0,0.0,0.08,0.63,0.33,0.0,0.0,0.84,0.0,0.99,4.39,0.45716342692584594,1
10.94,65.79,5.424434854458693,3.19,0.98,0.03,-6.3833634369287005,1.64,0.25,0.26,0.0,0.1,0.05,0.13,0.56,0.98,0.11,0.83,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.19,0.0,0.03,0.0,0.0,0.01,0.0,0.62,0.15,0.0,0.0,0.75,0.0,0.98,3.1,0.5018281535648994,1
12.72,73.74,4.898807665888887,3.89,0.71,0.13,-6.909231446540879,1.43,0.36,0.36,0.0,0.06,0.1,0.25,0.74,1.08,0.16,0.89,0.0,0.0,0.0,0.01,0.0,0.01,0.07,0.17,0.0,0.01,0.0,0.0,0.0,0.01,0.72,0.15,0.0,0.0,1.12,0.0,1.11,3.94,0.47641509433962265,1
14.75,83.52,4.61781814275286,4.43,0.61,0.07,-5.7255,1.74,0.31,0.31,0.02,0.05,0.03,0.24,0.79,1.14,0.06,0.86,0.0,0.0,0.0,0.02,0.0,0.04,0.12,0.11,0.0,0.03,0.0,0.0,0.0,0.02,0.74,0.26,0.0,0.03,0.99,0.0,1.05,4.59,0.4610169491525424,1
14.41,79.86,4.508938086753648,4.79,0.69,0.1,-6.236026439972241,1.61,0.2,0.2,0.0,0.06,0.05,0.25,1.1,1.41,0.21,0.8,0.0,0.0,0.0,0.01,0.0,0.03,0.11,0.27,0.0,0.0,0.0,0.0,0.01,0.01,0.5,0.23,0.0,0.02,0.69,0.0,0.82,4.79,0.45107564191533656,1
12.43,70.3,5.126895981199663,3.87,0.75,0.08,-7.049460096540628,1.46,0.25,0.25,0.0,0.22,0.04,0.17,0.64,0.91,0.07,0.875,0.0,0.0,0.0,0.02,0.0,0.0,0.07,0.35,0.0,0.0,0.0,0.0,0.01,0.02,0.49,0.24,0.0,0.0,0.76,0.0,0.9,4.15,0.4762670957361223,1
13.73,76.72,4.7114969082914,4.35,0.75,0.06,-6.256130298616169,1.34,0.25,0.25,0.0,0.09,0.07,0.17,0.71,1.02,0.09,0.805,0.0,0.0,0.0,0.03,0.03,0.06,0.09,0.15,0.0,0.0,0.0,0.0,0.02,0.03,0.55,0.32,0.0,0.02,0.76,0.0,1.05,4.44,0.4690458849235251,1
17.53,100.97,4.601063793311229,5.55,0.61,0.33,-4.519301140901312,1.21,0.0,0.05,0.03,0.33,0.2,0.28,2.42,1.26,0.13,0.395,0.0,0.08,0.0,0.13,0.01,0.1,0.3,0.14,0.01,0.0,0.0,0.0,0.0,0.16,0.79,0.41,0.0,0.38,0.24,0.0,1.07,4.97,0.49743297204791787,1
16.68,101.03,4.834507215125914,5.04,0.74,0.96,-3.927605755395682,1.16,0.0,0.09,0.0,0.33,0.24,0.23,2.09,1.52,0.2,0.41,0.0,0.05,0.0,0.37,0.0,0.06,0.21,0.15,0.03,0.0,0.0,0.0,0.0,0.35,0.82,0.45,0.0,0.14,0.35,0.0,1.22,5.01,0.4784172661870504,1
16.1,98.51,5.105301419588049,4.55,0.76,0.87,-4.2098819875776385,1.88,0.0,0.16,0.05,0.32,0.2,0.12,2.63,1.13,0.14,0.395,0.0,0.03,0.0,0.55,0.0,0.08,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.55,0.79,0.43,0.0,0.09,0.52,0.0,1.79,4.46,0.49006211180124226,1
16.41,100.48,5.026897613809593,4.83,0.95,0.96,-4.113439427178548,1.4,0.0,0.14,0.02,0.19,0.11,0.3,2.36,1.1,0.08,0.375,0.0,0.07,0.0,0.35,0.0,0.16,0.24,0.17,0.0,0.0,0.0,0.0,0.0,0.35,0.75,0.38,0.0,0.12,0.43,0.0,1.44,4.42,0.4990859232175503,1
14.89,92.79,5.315555477524899,4.33,0.83,0.75,-4.21177844190732,0.94,0.0,0.2,0.02,0.19,0.24,0.13,1.68,1.24,0.16,0.485,0.0,0.01,0.0,0.31,0.0,0.04,0.15,0.11,0.01,0.0,0.0,0.0,0.01,0.31,0.85,0.33,0.0,0.14,0.62,0.0,1.48,3.54,0.5258562793821356,1
15.22,95.44,5.341800286810302,4.58,1.05,0.85,-4.118588961892247,1.25,0.0,0.21,0.0,0.23,0.17,0.12,2.21,1.33,0.16,0.405,0.0,0.07,0.0,0.39,0.0,0.1,0.16,0.08,0.01,0.0,0.0,0.0,0.0,0.39,0.77,0.35,0.0,0.03,0.64,0.0,1.63,4.05,0.5183968462549278,1
15.19,90.64,4.8379594727791435,4.74,0.74,0.64,-4.989402304147465,1.43,0.32,0.44,0.02,0.05,0.22,0.14,2.5,1.1,0.11,0.41,0.0,0.03,0.0,0.33,0.02,0.02,0.18,0.08,0.0,0.01,0.0,0.0,0.0,0.33,0.8,0.38,0.0,0.16,1.38,0.0,1.89,4.12,0.5049374588545096,1
12.22,73.7,4.714207277483941,3.9,0.6,0.46,-6.3726451718494275,1.62,0.76,0.78,0.01,0.18,0.16,0.06,2.85,0.86,0.15,0.46,0.01,0.01,0.0,0.13,0.0,0.02,0.11,0.02,0.0,0.01,0.0,0.0,0.0,0.13,0.86,0.26,0.0,0.12,2.33,0.0,2.1,3.0,0.47217675941080195,1
12.93,79.62,5.051218556665176,3.97,0.94,0.57,-5.673982134570764,0.95,0.33,0.37,0.0,0.16,0.13,0.04,2.49,0.88,0.11,0.31,0.0,0.0,0.0,0.2,0.03,0.04,0.06,0.11,0.01,0.0,0.0,0.0,0.0,0.2,0.54,0.26,0.0,0.22,1.11,0.0,1.44,3.54,0.5212683681361175,1
14.15,87.45,4.927433742492383,4.75,0.86,0.36,-5.109662544169611,1.22,0.43,0.45,0.0,0.15,0.08,0.12,2.88,1.18,0.15,1.87,0.0,0.02,0.0,0.06,0.06,0.1,0.11,0.07,0.0,0.01,0.0,0.0,0.0,0.04,0.58,0.17,0.0,0.06,1.35,0.0,1.52,3.89,0.4911660777385159,1
14.17,82.22,5.075217811964934,5.22,0.62,0.16,-5.292069795342272,1.07,0.16,0.17,0.04,0.05,0.07,0.37,0.63,1.13,0.14,0.945,0.0,0.0,0.0,0.04,0.01,0.08,0.04,0.11,0.0,0.03,0.0,0.0,0.0,0.04,0.45,0.38,0.0,0.02,0.45,0.0,0.84,4.81,0.4318983768525053,1
11.7,69.17,5.260823572151762,4.49,0.78,0.06,-6.5994786324786325,1.56,0.08,0.08,0.01,0.18,0.06,0.37,0.46,0.95,0.13,0.795,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.39,0.0,0.0,0.21,0.0,0.58,4.25,0.4008547008547009,1
13.4,74.38,4.838819190866832,5.34,0.62,0.01,-6.868029850746268,0.94,0.07,0.07,0.0,0.24,0.15,0.26,0.43,1.01,0.11,1.085,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.6,0.0,0.0,0.19,0.0,0.75,4.87,0.37910447761194027,1
15.74,85.22,4.565690306738508,6.68,0.74,0.03,-5.605529606099111,0.96,0.02,0.02,0.01,0.1,0.14,0.38,0.49,1.17,0.21,0.77,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.09,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.75,0.0,0.0,0.08,0.0,0.6,6.12,0.36086404066073696,1
12.69,72.77,4.974059523027639,4.59,0.52,0.15,-6.512294799054374,1.09,0.07,0.07,0.0,0.31,0.08,0.33,0.44,1.09,0.19,1.145,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.01,0.0,0.13,0.36,0.0,0.0,0.19,0.0,0.61,4.61,0.4168636721828211,1
13.09,75.42,4.7878117748625115,5.21,0.81,0.21,-6.500484415584415,0.6,0.03,0.03,0.01,0.23,0.07,0.42,0.33,1.05,0.15,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.5,0.0,0.0,0.1,0.0,0.61,4.92,0.3735676088617265,1
12.92,72.38,4.664753509830571,4.85,0.56,0.03,-6.843150464396285,1.36,0.11,0.12,0.01,0.08,0.17,0.39,0.38,1.26,0.21,1.325,0.0,0.0,0.0,0.04,0.0,0.02,0.03,0.1,0.0,0.02,0.0,0.0,0.0,0.04,0.21,0.39,0.0,0.04,0.3,0.0,0.55,4.96,0.4086687306501548,1
13.26,73.8,4.587897303665511,5.13,0.81,0.01,-6.84122443438914,1.62,0.09,0.09,0.0,0.16,0.2,0.4,0.54,1.04,0.12,1.46,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.54,0.0,0.02,0.24,0.0,0.65,5.0,0.3778280542986425,1
14.45,81.24,4.546210190820967,5.5,0.63,0.04,-5.936783737024221,0.94,0.11,0.11,0.01,0.08,0.21,0.53,0.56,1.34,0.16,1.28,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.46,0.0,0.0,0.38,0.0,0.73,5.31,0.41522491349480967,1
14.26,80.28,4.85048530741175,5.14,0.49,0.05,-5.841503225806452,1.28,0.02,0.02,0.0,0.1,0.11,0.43,0.35,1.24,0.13,1.04,0.0,0.0,0.0,0.07,0.0,0.0,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.47,0.0,0.04,0.08,0.0,0.72,4.95,0.39901823281907434,1
26.29,156.12,4.959294044067086,9.89,1.92,0.07,-0.5253366679345746,1.27,0.12,0.12,0.04,0.17,0.55,1.03,1.57,3.3,0.39,0.335,0.0,0.09,0.0,0.04,0.0,0.05,0.05,0.17,0.02,0.0,0.02,0.0,0.0,0.04,0.61,0.43,0.0,0.12,0.38,0.0,1.71,8.1,0.3571700266260936,1
23.69,139.8,4.96210153050499,8.78,2.03,0.05,-1.4346484170536087,0.86,0.03,0.03,0.0,0.12,0.44,0.8,1.47,2.45,0.3,0.23,0.0,0.04,0.0,0.06,0.0,0.05,0.05,0.12,0.0,0.0,0.0,0.0,0.0,0.06,0.44,0.41,0.0,0.18,0.11,0.0,1.53,7.35,0.35457999155761927,1
23.2,145.62,5.282886854650516,7.98,2.59,0.01,-0.830189655172413,1.47,0.1,0.1,0.01,0.34,0.23,0.96,1.53,2.57,0.24,0.22,0.0,0.19,0.0,0.01,0.0,0.01,0.06,0.36,0.0,0.0,0.0,0.0,0.0,0.02,0.44,0.34,0.0,0.05,0.31,0.0,1.46,6.47,0.3939655172413793,1
23.47,137.29,4.772674215570513,8.78,1.53,0.02,-1.378838900724329,1.26,0.13,0.13,0.01,0.14,0.18,0.94,1.49,2.16,0.17,0.36,0.0,0.05,0.0,0.04,0.0,0.04,0.1,0.2,0.02,0.0,0.0,0.0,0.0,0.04,0.66,0.56,0.0,0.23,0.37,0.0,1.49,7.33,0.3821900298253089,1
26.35,167.18,5.405452748473085,9.57,3.53,0.01,0.34691745730550316,2.68,0.02,0.02,0.01,0.16,0.38,1.3,1.78,2.08,0.31,0.205,0.0,0.02,0.0,0.03,0.0,0.06,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.03,0.27,0.56,0.0,0.08,0.06,0.0,1.78,7.62,0.32447817836812143,1
26.99,172.62,5.693096821794629,9.95,3.19,0.06,0.33113519822156334,4.04,0.1,0.1,0.0,0.29,0.34,1.24,1.76,2.32,0.26,0.22,0.0,0.04,0.0,0.0,0.0,0.07,0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.62,0.0,0.07,0.37,0.0,1.78,7.66,0.3267876991478325,1
27.16,162.49,5.371270922592462,9.72,1.89,0.04,0.15512459499263542,1.76,0.14,0.14,0.03,0.19,0.38,1.21,1.67,2.86,0.37,0.295,0.0,0.14,0.0,0.02,0.0,0.02,0.05,0.13,0.01,0.0,0.0,0.0,0.0,0.03,0.49,0.35,0.0,0.09,0.43,0.0,1.89,8.43,0.3560382916053019,1
23.6,138.6,4.955650438377795,8.95,1.98,0.0,-1.3609999999999989,0.93,0.09,0.09,0.03,0.1,0.25,0.88,1.81,2.45,0.38,0.35,0.0,0.03,0.0,0.01,0.0,0.0,0.04,0.24,0.0,0.0,0.0,0.0,0.0,0.03,0.46,0.5,0.0,0.07,0.28,0.0,1.55,7.41,0.3665254237288136,1
32.43,195.37,5.047443994331706,12.34,2.61,0.08,2.1663031452358936,1.75,0.04,0.05,0.04,0.31,0.41,1.41,2.1,3.46,0.32,0.165,0.0,0.07,0.0,0.0,0.0,0.04,0.05,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.58,0.0,0.15,0.16,0.0,2.19,9.97,0.2913968547641073,1
27.82,163.57,4.822660377913378,10.22,1.86,0.08,0.1503104241552844,1.49,0.08,0.08,0.06,0.18,0.36,1.09,1.71,3.24,0.21,0.375,0.0,0.06,0.0,0.02,0.0,0.02,0.05,0.17,0.0,0.0,0.0,0.0,0.0,0.02,0.57,0.67,0.0,0.2,0.29,0.0,1.81,8.27,0.36053199137311287,1
18.24,107.55,4.949019966469129,5.96,1.1,0.23,-3.566202631578946,1.03,0.16,0.29,0.02,0.09,0.14,0.27,1.38,1.51,0.11,0.335,0.0,0.03,0.0,0.0,0.02,0.02,0.09,0.2,0.0,0.0,0.0,0.0,0.0,0.02,0.59,0.33,0.0,0.08,0.86,0.0,1.64,5.24,0.44846491228070173,1
16.39,92.73,4.8538376475772465,5.67,1.19,0.17,-4.7054045759609515,0.66,0.01,0.18,0.01,0.04,0.06,0.18,1.19,1.51,0.19,0.275,0.0,0.01,0.0,0.02,0.05,0.05,0.03,0.09,0.0,0.0,0.02,0.0,0.0,0.03,0.55,0.41,0.0,0.1,0.55,0.0,1.16,5.55,0.4222086638194021,1
15.54,90.37,5.066672499787457,5.37,1.15,0.17,-5.041755212355213,0.99,0.08,0.29,0.0,0.13,0.12,0.15,1.02,1.27,0.12,0.365,0.0,0.0,0.0,0.02,0.0,0.0,0.09,0.22,0.0,0.0,0.0,0.0,0.0,0.02,0.61,0.32,0.0,0.1,0.9,0.0,1.59,4.68,0.45817245817245816,1
15.8,93.05,4.837327033261789,5.25,1.03,0.11,-4.551164556962025,1.09,0.19,0.28,0.01,0.05,0.08,0.05,1.28,1.29,0.13,0.295,0.0,0.0,0.0,0.01,0.0,0.02,0.11,0.11,0.0,0.01,0.02,0.0,0.01,0.02,0.57,0.39,0.0,0.06,0.83,0.0,1.37,4.7,0.46392405063291137,1
15.7,90.99,4.8226150266383305,5.1,1.03,0.13,-5.025089171974521,1.27,0.33,0.33,0.0,0.05,0.08,0.15,1.33,1.37,0.11,0.305,0.0,0.01,0.0,0.01,0.0,0.04,0.06,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.61,0.42,0.0,0.07,0.99,0.0,1.34,4.73,0.4694267515923567,1
16.21,93.2,4.766316369687582,5.69,0.83,0.23,-4.740277668106106,1.29,0.44,0.44,0.03,0.04,0.19,0.19,1.26,1.51,0.18,0.36,0.0,0.01,0.0,0.02,0.0,0.02,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.72,0.29,0.0,0.13,1.34,0.0,1.84,4.56,0.44910549043800124,1
14.63,85.69,4.80557119930312,4.57,1.07,0.08,-5.165913123718386,1.34,0.33,0.34,0.0,0.12,0.09,0.25,1.28,1.4,0.19,0.395,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.18,0.01,0.0,0.0,0.0,0.0,0.01,0.79,0.25,0.0,0.14,1.0,0.0,1.34,4.3,0.47231715652768286,1
16.53,97.22,5.349321330015699,5.75,1.13,0.06,-4.224848699334542,2.12,0.3,0.3,0.0,0.1,0.09,0.15,1.43,1.56,0.2,0.33,0.0,0.0,0.0,0.02,0.0,0.02,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.02,0.62,0.27,0.0,0.07,0.9,0.0,1.34,5.26,0.4204476709013914,1
16.17,94.63,5.061569677489557,5.76,1.04,0.1,-4.423588682745823,1.16,0.35,0.35,0.02,0.07,0.29,0.18,1.26,1.25,0.14,0.245,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.07,0.0,0.0,1.08,0.0,1.51,4.77,0.43104514533085964,1
17.56,100.54,4.771332671686506,6.14,1.11,0.09,-4.407317539863325,0.83,0.32,0.32,0.0,0.02,0.11,0.2,1.32,1.78,0.22,0.36,0.0,0.0,0.0,0.03,0.0,0.02,0.06,0.07,0.0,0.0,0.0,0.0,0.0,0.03,0.7,0.11,0.0,0.0,0.98,0.0,1.53,5.64,0.44362186788154895,1
16.46,98.6,4.877931197645444,5.49,1.21,0.2,-4.410454191980559,1.88,0.11,0.11,0.0,2.66,0.11,0.1,0.2,1.76,0.17,1.055,0.0,0.0,0.0,0.01,0.0,0.02,0.01,0.17,0.0,0.0,0.0,0.0,0.0,0.01,0.25,0.01,0.0,0.0,0.37,0.0,0.73,5.38,0.4088699878493317,1
13.09,75.4,4.695462506649498,4.44,0.7,0.17,-6.581615049656225,1.72,0.15,0.15,0.0,1.83,0.16,0.02,0.3,1.31,0.11,1.005,0.0,0.0,0.0,0.03,0.0,0.04,0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.27,0.0,0.0,0.0,0.5,0.0,0.75,4.29,0.4484339190221543,1
13.72,81.92,5.176955624460338,4.69,0.87,0.18,-6.059316618075801,2.07,0.1,0.1,0.0,1.82,0.17,0.08,0.25,1.19,0.14,1.235,0.0,0.0,0.0,0.01,0.0,0.01,0.04,0.02,0.0,0.02,0.0,0.0,0.0,0.01,0.19,0.03,0.0,0.0,0.3,0.0,0.49,4.61,0.4336734693877551,1
12.1,70.44,4.956956412858627,3.96,0.64,0.09,-6.872652892561984,1.21,0.07,0.07,0.0,1.57,0.1,0.11,0.29,1.09,0.18,0.725,0.0,0.0,0.0,0.03,0.01,0.02,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.03,0.13,0.01,0.0,0.0,0.24,0.0,0.52,3.82,0.48925619834710743,1
14.87,87.61,4.7094930662970675,4.98,1.05,0.19,-5.973753127101546,2.25,0.07,0.07,0.0,2.16,0.2,0.15,0.28,1.31,0.12,1.135,0.0,0.0,0.0,0.01,0.0,0.02,0.04,0.16,0.0,0.0,0.0,0.0,0.01,0.01,0.11,0.0,0.0,0.0,0.27,0.0,0.53,5.07,0.4485541358439812,1
14.63,83.21,4.624870343022667,5.15,0.78,0.07,-5.956343745727956,1.24,0.07,0.07,0.02,1.64,0.3,0.09,0.2,1.5,0.15,1.32,0.0,0.0,0.0,0.04,0.0,0.02,0.01,0.24,0.0,0.01,0.0,0.0,0.0,0.04,0.16,0.02,0.0,0.0,0.28,0.0,0.65,5.15,0.40123034859876966,1
12.65,76.0,5.00451884715968,4.14,1.01,0.1,-6.346934782608695,1.82,0.11,0.11,0.0,1.58,0.19,0.03,0.25,1.44,0.16,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.35,0.0,0.59,4.09,0.4600790513833992,1
13.9,83.86,5.06162304143846,4.58,1.19,0.11,-5.780079136690647,2.34,0.09,0.09,0.0,1.76,0.22,0.03,0.15,1.36,0.19,0.89,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.18,0.04,0.0,0.0,0.29,0.0,0.81,4.42,0.4676258992805755,1
13.76,82.18,5.000310315032585,4.4,1.1,0.11,-5.927233720930232,1.72,0.09,0.09,0.0,1.8,0.33,0.06,0.15,1.39,0.19,0.84,0.0,0.0,0.0,0.04,0.0,0.06,0.05,0.14,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.0,0.0,0.0,0.28,0.0,0.57,4.55,0.438953488372093,1
16.85,101.02,5.162011247286342,5.77,1.45,0.08,-4.396541543026705,2.1,0.05,0.05,0.0,1.76,0.47,0.03,0.13,2.02,0.33,1.06,0.0,0.0,0.0,0.05,0.0,0.02,0.03,0.21,0.0,0.0,0.0,0.0,0.0,0.05,0.12,0.04,0.0,0.0,0.21,0.0,0.72,5.3,0.3857566765578635,1
22.68,134.12,4.932929311345734,8.63,1.52,0.06,-1.463935802469134,2.01,0.19,0.19,0.02,0.11,0.2,0.73,1.34,2.12,0.36,0.435,0.0,0.0,0.0,0.01,0.02,0.14,0.25,0.16,0.0,0.0,0.0,0.0,0.01,0.02,0.87,0.49,0.0,0.11,0.61,0.0,1.45,7.59,0.37962962962962965,1
21.57,131.33,5.14064461776633,7.92,1.73,0.14,-1.6360217431617983,0.97,0.1,0.1,0.02,0.09,0.14,0.66,1.04,2.0,0.49,0.54,0.0,0.0,0.0,0.13,0.04,0.1,0.22,0.25,0.0,0.0,0.0,0.0,0.0,0.13,0.82,0.53,0.0,0.04,0.26,0.0,1.17,7.23,0.38433008808530367,1
25.55,152.99,4.849100102078978,9.37,2.21,0.14,-0.48060763209393187,2.09,0.16,0.16,0.1,0.06,0.16,0.8,1.44,2.22,0.41,0.565,0.0,0.0,0.0,0.08,0.06,0.26,0.25,0.27,0.0,0.0,0.02,0.0,0.0,0.08,0.95,0.67,0.0,0.11,0.51,0.0,1.46,8.3,0.35146771037181995,1
22.96,141.06,4.995672398554093,8.29,1.71,0.16,-0.8897811846689869,1.47,0.17,0.17,0.0,0.03,0.15,0.63,1.42,2.04,0.28,0.505,0.01,0.0,0.0,0.04,0.02,0.15,0.26,0.35,0.0,0.0,0.0,0.0,0.0,0.05,0.89,0.42,0.0,0.23,0.5,0.0,1.34,7.36,0.42247386759581884,1
23.68,149.99,5.057654824790235,8.59,2.5,0.22,-0.5444959459459451,4.21,0.24,0.24,0.05,0.09,0.15,0.68,1.29,2.16,0.38,0.59,0.0,0.0,0.0,0.01,0.03,0.1,0.21,0.33,0.02,0.0,0.0,0.0,0.0,0.02,1.06,0.55,0.0,0.11,0.78,0.0,1.56,7.39,0.40033783783783783,1
23.62,148.87,5.110720170699289,8.81,2.83,0.05,-1.1676157493649448,4.15,0.3,0.3,0.06,0.07,0.18,0.78,1.5,2.4,0.39,0.59,0.0,0.0,0.0,0.1,0.0,0.13,0.18,0.44,0.0,0.0,0.0,0.0,0.0,0.12,0.94,0.76,0.0,0.13,0.94,0.0,1.72,7.43,0.36663844199830653,1
24.39,146.11,4.88650464279742,9.33,1.93,0.05,-0.6979902009020087,1.72,0.08,0.08,0.03,0.19,0.37,0.8,1.58,1.95,0.52,0.305,0.01,0.0,0.0,0.01,0.02,0.18,0.2,0.24,0.0,0.0,0.0,0.0,0.0,0.01,0.57,0.79,0.0,0.05,0.31,0.0,1.26,8.14,0.3944239442394424,1
22.93,133.2,4.724476714986619,8.77,1.36,0.13,-1.768800218054949,2.03,0.18,0.18,0.08,0.09,0.32,0.81,1.4,2.0,0.39,0.605,0.0,0.02,0.0,0.08,0.06,0.19,0.24,0.19,0.0,0.0,0.0,0.0,0.0,0.08,0.93,0.68,0.0,0.18,0.54,0.0,1.68,7.42,0.39206279982555603,1
23.49,141.68,5.052925218853429,8.98,1.87,0.15,-1.3703218816517673,1.67,0.14,0.14,0.01,0.17,0.21,0.96,1.39,2.13,0.41,0.56,0.0,0.0,0.0,0.08,0.03,0.26,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.08,0.84,0.7,0.0,0.13,0.4,0.0,1.41,7.88,0.38101319710515114,1
24.13,140.77,4.72559148225791,9.23,1.3,0.13,-1.196208412764193,1.44,0.23,0.23,0.01,0.08,0.14,0.7,1.49,2.32,0.31,0.53,0.0,0.0,0.0,0.05,0.0,0.11,0.16,0.23,0.0,0.0,0.0,0.0,0.01,0.08,0.94,0.49,0.0,0.12,0.67,0.0,1.63,7.89,0.4044757563199337,1
10.85,73.19,5.296739061047016,3.03,1.24,0.52,-6.312232718894009,1.85,0.85,0.86,0.0,0.34,0.01,0.08,1.28,0.59,0.08,2.165,0.0,0.0,0.0,0.05,0.0,0.0,0.09,0.1,0.0,0.01,0.0,0.0,0.0,0.06,1.13,0.17,0.0,0.08,2.54,0.0,2.04,2.34,0.44055299539170506,1
9.24,64.61,5.677319287833036,2.29,1.33,0.3,-6.163023376623375,1.94,0.82,0.82,0.0,0.51,0.07,0.14,1.1,0.53,0.14,1.95,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.18,0.0,0.0,0.0,0.0,0.0,0.03,1.04,0.05,0.0,0.0,2.44,0.0,1.81,1.56,0.49783549783549785,1
10.2,71.29,5.517001897612937,2.76,1.63,0.32,-6.267294117647058,1.81,0.81,0.81,0.0,0.42,0.07,0.12,1.13,0.46,0.12,1.855,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.17,0.0,0.01,0.0,0.0,0.0,0.02,0.89,0.03,0.0,0.0,2.43,0.0,1.91,2.01,0.44803921568627453,1
9.9,67.31,5.498175750851583,2.86,1.22,0.25,-6.424959595959596,1.71,0.86,0.86,0.0,0.37,0.08,0.13,1.39,0.53,0.02,2.13,0.0,0.0,0.0,0.02,0.0,0.06,0.01,0.13,0.02,0.0,0.0,0.0,0.0,0.02,1.02,0.05,0.0,0.0,2.58,0.0,1.98,1.8,0.4585858585858586,1
